tipologia_corso	denominazione	classe_laurea	codice	accesso	curriculum	link	keywords
triennale	INGEGNERIA AMBIENTALE PER LO SVILUPPO SOSTENIBILE	L-7	['2303']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22486&paginaProvenienza=ricercaSemplice&cid=1137']	['INGEGNERIA AMBIENTALE PER LO SVILUPPO SOSTENIBILE', 'ECOLOGIA APPLICATA', 'DISEGNO E CAD', 'STATISTICA AMBIENTALE', "CHIMICA APPLICATA ALL'AMBIENTE", 'CARTOGRAFIA E SIT', 'TELERILEVAMENTO AMBIENTALE', 'FISICA TECNICA AMBIENTALE', 'IDRAULICA', 'IDROLOGIA E CLIMATOLOGIA', "FENOMENI DI INQUINAMENTO E SOSTENIBILITA' AMBIENTALE", 'INGEGNERIA SANITARIA AMBIENTALE', 'GEOTECNICA', 'SCIENZA DELLE COSTRUZIONI', 'MONITORAGGIO E SICUREZZA AMBIENTALE', 'PIANIFICAZIONE TERRITORIALE', 'ANALISI SPAZIALE DEI DATI AMBIENTALI', 'Ingegneria']
triennale	INGEGNERIA BIOMEDICA	L-9	['2273', '2283']	180 posti	BIOMATERIALI PER LA MEDICINA - SEDE PA, BIOMECCANICA - SEDE PA, INGEGNERIA BIOMEDICA - SEDE CL, TECNOLOGIE APPLICATE ALLA MEDICINA - SEDE PA, TECNOLOGIE BIOMEDICHE PER L'INFORMAZIONE - SEDE PA	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22528&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22529&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22532&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22530&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22531&paginaProvenienza=ricercaSemplice&cid=1137']	["TECNOLOGIE BIOMEDICHE PER L'INFORMAZIONE - SEDE PA", 'INGEGNERIA BIOMEDICA', 'GESTIONE DEI SISTEMI SANITARI', 'DISEGNO ASSISTITO DA CALCOLATORE', 'FISIOLOGIA', 'ELEMENTI DI ANATOMIA', 'FENOMENI DI TRASPORTO E TERMODINAMICA', 'ELETTROTECNICA', 'SCIENZA E TECNOLOGIA DEI MATERIALI', 'ELEMENTI DI BIOCHIMICA E BIOLOGIA CELLULARE', 'FONDAMENTI DI ELETTRONICA', 'SCIENZA DELLE COSTRUZIONI', 'SENSORI E STRUMENTAZIONE BIOMEDICA', 'ELABORAZIONE DI DATI E SEGNALI BIOMEDICI', 'DISPOSITIVI BIOMEDICI', 'TEORIA DEI SEGNALI', 'CHIMICA DELLE MOLECOLE BIOLOGICHE', 'BIOIMAGING', 'METODOLOGIE E STRUMENTAZIONI FISICHE IN MEDICINA', 'Ingegneria']
triennale	INGEGNERIA CHIMICA E BIOCHIMICA	L-9	['2211']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21789&paginaProvenienza=ricercaSemplice&cid=1137']	['INGEGNERIA CHIMICA E BIOCHIMICA', 'DISEGNO ASSISTITO DA CALCOLATORE', 'CHIMICA ORGANICA', 'TERMODINAMICA DEI PROCESSI CHIMICI E BIOCHIMICI', 'SCIENZA DELLE COSTRUZIONI', 'BIOCHIMICA', 'PRINCIPI DI INGEGNERIA CHIMICA E BIOCHIMICA', 'CHIMICA APPLICATA', 'ELETTROTECNICA', 'IMPIANTI CHIMICI E BIOCHIMICI', 'MICROBIOLOGIA', 'FONDAMENTI DI CHIMICA E BIOCHIMICA  INDUSTRIALE', 'PROCESSI DI TRATTAMENTO DI EFFLUENTI INDUSTRIALI', "MODELLI MATEMATICI DELL'INGEGNERIA CHIMICA", 'COMBUSTIONE', "TECNOLOGIE A MEMBRANA PER L'INGEGNERIA", 'TECNOLOGIE BIOMEDICHE E DEL RILASCIO CONTROLLATO', 'Ingegneria']
triennale	INGEGNERIA CIBERNETICA	L-8	['2188']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22246&paginaProvenienza=ricercaSemplice&cid=1137']	['INGEGNERIA CIBERNETICA', 'DISEGNO ASSISTITO DA CALCOLATORE', 'ECONOMIA PER INGEGNERI', 'ELETTROTECNICA', 'TEORIA DEI SEGNALI', 'CONTROLLI AUTOMATICI', 'FONDAMENTI DI ELETTRONICA', 'CONVERTITORI ELETTRONICI DI POTENZA', 'FONDAMENTI DI ROBOTICA', 'MACHINE LEARNING', "MISURE E STRUMENTAZIONE PER L'AUTOMAZIONE", 'ELETTRONICA DEI SISTEMI EMBEDDED', 'Gruppo di attiv. form. opzionali II', 'MACCHINE E AZIONAMENTI ELETTRICI', 'AUTOMAZIONE INDUSTRIALE E DOMOTICA', 'ELEMENTI DI MECCANICA DELLE STRUTTURE', 'FISICA TECNICA', 'TECNOLOGIE GENERALI DEI MATERIALI', 'METODI NUMERICI', 'SENSORI', 'DIGITAL MANUFACTURING', 'Ingegneria']
triennale	INGEGNERIA CIVILE	L-7	['2221']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21766&paginaProvenienza=ricercaSemplice&cid=1137']	['INGEGNERIA CIVILE', 'DISEGNO E CAD', 'GEOLOGIA APPLICATA', 'FISICA 1', 'TECNOLOGIA DEI MATERIALI', 'SCIENZA DELLE COSTRUZIONI', 'ARCHITETTURA TECNICA', 'IDRAULICA', 'TOPOGRAFIA', 'MODULO I', 'MODULO II', 'TECNICA DELLE COSTRUZIONI', 'PROGETTO DI STRADE', 'TECNICA ED ECONOMIA DEI TRASPORTI', 'ECONOMIA ED ESTIMO', 'GEOTECNICA', 'IDROLOGIA', 'Ingegneria']
triennale	INGEGNERIA DELL'ENERGIA E DELLE FONTI RINNOVABILI	L-9	['2223']	Accesso libero	ELETTRICA, ENERGETICA, TECNOLOGIE E PRODUZIONE	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21771&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21772&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21773&paginaProvenienza=ricercaSemplice&cid=1137']	['TECNOLOGIE E PRODUZIONE', "INGEGNERIA DELL'ENERGIA E DELLE FONTI RINNOVABILI", 'TECNOLOGIA DEI MATERIALI', 'CALCOLO NUMERICO', 'DISEGNO ASSISTITO DA CALCOLATORE', 'FISICA TECNICA', 'PRINCIPI DI INGEGNERIA ELETTRICA', 'FONDAMENTI DI ENERGIE RINNOVABILI', 'SCIENZA DELLE COSTRUZIONI', 'ENERGETICA', 'MACCHINE', 'PRINCIPI DI INGEGNERIA NUCLEARE', 'TERMOIDRAULICA', 'SICUREZZA E ANALISI DI RISCHIO', 'PROCESSI DI TRASFORMAZIONE DELLE FONTI FOSSILI', 'TERMOMECCANICA', 'COMPONENTI PER I SISTEMI ELETTROENERGETICI', 'Ingegneria']
triennale	INGEGNERIA DELL'INNOVAZIONE PER LE IMPRESE DIGITALI	L-8	['2193']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22488&paginaProvenienza=ricercaSemplice&cid=1137']	["INGEGNERIA DELL'INNOVAZIONE PER LE IMPRESE DIGITALI", 'DIRITTO DEI MERCATI DIGITALI', 'STATISTICA', 'BASI DI DATI', 'INTERNET', 'ALGORITMI E METODI DI OTTIMIZZAZIONE', 'PROGRAMMAZIONE', 'MACHINE LEARNING', 'ECONOMIA DEI MERCATI DIGITALI', 'CONTROLLI AUTOMATICI', 'SVILUPPO PRODOTTO', 'GESTIONE DELLA QUALITÀ', 'GESTIONE DELLA PRODUZIONE', 'GESTIONE DEGLI IMPIANTI', 'ECONOMIA AZIENDALE', 'SISTEMI OPERATIVI', 'PROGETTAZIONE DEL SOFTWARE', 'Ingegneria']
triennale	INGEGNERIA DELLE TECNOLOGIE PER IL MARE	L-9	['2253']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21774&paginaProvenienza=ricercaSemplice&cid=1137']	['INGEGNERIA DELLE TECNOLOGIE PER IL MARE', 'DISEGNO ASSISTITO DA CALCOLATORE', 'TECNOLOGIA DEI MATERIALI', 'ELETTROTECNICA', 'IMPIANTI MECCANICI', 'SCIENZA DELLE COSTRUZIONI', 'FISICA TECNICA', 'MECCANICA APPLICATA ALLE MACCHINE', 'MISURE MECCANICHE E TERMICHE', 'MECCANICA DEI FLUIDI ED IDRAULICA MARITTIMA', 'MACCHINE E SISTEMI DI PROPULSIONE', 'GEOLOGIA MARINA', 'DIFESA DEI LITORALI', 'GEOMORFOLOGIA COSTIERA', 'TECNOLOGIA MECCANICA', 'Gruppo di attiv. form. opzionali II', 'MODELLAZIONE DI STRUTTURE MECCANICHE PER IL MARE', 'PROGETTAZIONE MECCANICA', 'DIRITTO DELLA NAVIGAZIONE', 'ECONOMIA ED ORGANIZZAZIONE AZIENDALE', 'PRODUZIONE DI ENERGIA DAL MARE', 'ELEMENTI DI ECOLOGIA ED APPLICAZIONI IN AMBITO MARINO', 'TECNOLOGIE PER LA PRODUZIONE DI ACQUA DOLCE E MATERIE PRIME DAL MARE', 'Ingegneria']
triennale	INGEGNERIA EDILE, INNOVAZIONE E RECUPERO DEL COSTRUITO	L-23	['2226']	Accesso libero	RECUPERO DEL COSTRUITO, TECNICHE DI PROGETTAZIONE PER L'EDILIZIA	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22491&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22490&paginaProvenienza=ricercaSemplice&cid=1137']	["TECNICHE DI PROGETTAZIONE PER L'EDILIZIA", 'INGEGNERIA EDILE, INNOVAZIONE E RECUPERO DEL COSTRUITO', 'CHIMICA E TECNOLOGIA DEI MATERIALI', 'STATICA', 'FISICA II', 'PROGETTAZIONE ARCHITETTONICA 1', 'RILIEVO TOPOGRAFICO', 'ARCHITETTURA TECNICA', 'SCIENZA DELLE COSTRUZIONI', "FISICA TECNICA PER L'EDILIZIA", 'IDRAULICA E IMPIANTI IDRAULICI', 'TECNICA DELLE COSTRUZIONI', 'URBANISTICA', 'MECCANICA DEI TERRENI E FONDAZIONI', 'PROGETTAZIONE STRUTTURALE ASSISTITA DA BIM', 'FONDAMENTI DI IMPIANTI ELETTRICI', 'PROJECT MANAGEMENT', 'ELEMENTI DI PROGETTAZ. STRADALE PER INSEDIAMENTI E AREE RESIDENZIALI', 'LEGISLAZIONE URBANISTICA E LAVORI PUBBLICI', 'Ingegneria']
triennale	INGEGNERIA ELETTRICA PER LA E-MOBILITY	L-9	['2224']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22489&paginaProvenienza=ricercaSemplice&cid=1137']	['INGEGNERIA ELETTRICA PER LA E-MOBILITY', 'DISEGNO ASSISTITO DA CALCOLATORE', 'SISTEMI DI ACCUMULO ELETTROCHIMICO', 'PRINCIPI DI INGEGNERIA ELETTRICA', 'SCIENZA DELLE COSTRUZIONI', 'ELETTRONICA', 'ELETTRONICA DI POTENZA', 'FISICA TECNICA', 'MISURE ELETTRICHE ED ELETTRONICHE', 'MACCHINE ELETTRICHE', "APPARATI PER L'AUTOVEICOLO", 'MOBILITÀ SOSTENIBILE: VEICOLI ELETTRICI ED IBRIDI', 'AZIONAMENTI ELETTRICI CON LABORATORIO', 'SISTEMI ELETTRICI', 'FONDAMENTI DI PROGETTAZIONE E COSTRUZIONE DI VEICOLI ELETTRICI', 'Ingegneria']
triennale	INGEGNERIA ELETTRONICA	L-8	['2268']	Accesso libero	BIOMEDICAL INFORMATION TECHNOLOGIES, ELECTRONICS FOR ROBOTICS AND MECHATRONICS, INTERNET TECHNOLOGIES, MODERN ELECTRONICS	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21769&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21768&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21786&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21767&paginaProvenienza=ricercaSemplice&cid=1137']	['MODERN ELECTRONICS', 'INGEGNERIA ELETTRONICA', 'RETI INTERNET', 'ELETTROTECNICA', 'ELETTRONICA DELLO STATO SOLIDO', "METODI MATEMATICI PER L'ELETTRONICA", 'CONTROLLI AUTOMATICI', 'DISPOSITIVI ELETTRONICI', 'TEORIA DEI SEGNALI', 'CAMPI ELETTROMAGNETICI', 'ELETTRONICA 1', 'LABORATORIO DI ELETTRONICA', 'ELECTRIC AND ELECTRONIC MEASUREMENTS', 'ELETTRONICA 2', 'PROGETTAZIONE AUTOMATICA DEI CIRCUITI ELETTRONICI', 'ELETTRONICA DEI SISTEMI EMBEDDED', 'Ingegneria']
triennale	INGEGNERIA GESTIONALE	L-9	['2094']	220 posti		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21775&paginaProvenienza=ricercaSemplice&cid=1137']	['INGEGNERIA GESTIONALE', 'DISEGNO ASSISTITO DA CALCOLATORE', 'FISICA TECNICA', 'SCIENZA DELLE COSTRUZIONI', 'DATA BASE AZIENDALI', 'ELETTROTECNICA', 'ECONOMIA', 'ECONOMIA ED ORGANIZZAZIONE AZIENDALE', 'IMPIANTI INDUSTRIALI', 'TECNOLOGIE DEI PROCESSI DI LAVORAZIONE', 'TECNOLOGIE DEI MATERIALI', 'GESTIONE DELLA PRODUZIONE INDUSTRIALE', "GESTIONE INDUSTRIALE DELLA QUALITA'", 'INGEGNERIZZAZIONE DI PRODOTTO', 'Ingegneria']
triennale	INGEGNERIA INFORMATICA	L-8	['2178']	220 posti		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21787&paginaProvenienza=ricercaSemplice&cid=1137']	['INGEGNERIA INFORMATICA', 'ALGORITMI E STRUTTURE DATI', 'ELETTROTECNICA', 'PROGRAMMAZIONE', 'BASI DI DATI E SISTEMI INFORMATIVI', 'TEORIA DEI SEGNALI', 'CONTROLLI AUTOMATICI', 'FONDAMENTI DI ELETTRONICA', 'INGEGNERIA DEL SOFTWARE', 'RETI DI CALCOLATORI E INTERNET', 'SISTEMI OPERATIVI', 'PROGRAMMAZIONE WEB E MOBILE', 'Ingegneria']
triennale	INGEGNERIA MECCANICA	L-9	['2055']	200 posti	AERONAUTICO, MECCANICO	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21806&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21807&paginaProvenienza=ricercaSemplice&cid=1137']	['MECCANICO', 'INGEGNERIA MECCANICA', 'DISEGNO ASSISTITO DA CALCOLATORE', 'TECNOLOGIE GENERALI DEI MATERIALI', 'MECCANICA APPLICATA ALLE MACCHINE', 'MECCANICA DEI FLUIDI', 'SCIENZA DELLE COSTRUZIONI', 'COSTRUZIONE DI MACCHINE', 'ELETTROTECNICA', 'FISICA TECNICA', 'MACCHINE', 'MISURE MECCANICHE E TERMICHE', 'TECNOLOGIA MECCANICA', 'IMPIANTI MECCANICI', 'Ingegneria']
triennale	INGEGNERIA ROBOTICA	L-8	['2290']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22088&paginaProvenienza=ricercaSemplice&cid=1137']	['INGEGNERIA ROBOTICA', 'MODELLAZIONE E VISUALIZZAZIONE PER LA ROBOTICA', 'ALGORITMI E STRUTTURE DATI', 'ELETTROTECNICA', 'CONTROLLI AUTOMATICI', 'RETI WIRELESS PER LA ROBOTICA', 'SISTEMI SOFTWARE PER LA ROBOTICA', 'SISTEMI OPERATIVI PER LA ROBOTICA', 'MECCANICA DEI ROBOT', 'MACCHINE E AZIONAMENTI ELETTRICI PER LA ROBOTICA', 'FONDAMENTI DI ELETTRONICA', 'RETI E CYBER-SICUREZZA', 'SISTEMI ROBOTICI', 'APPLICAZIONI DI ROBOTICA IN AMBITO MANIFATTURIERO', 'ELETTRONICA PER I SISTEMI ROBOTICI', 'INTELLIGENZA ARTIFICIALE PER LA ROBOTICA', 'Ingegneria']
triennale	INTELLIGENZA ARTIFICIALE	L-31	['2291']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22186&paginaProvenienza=ricercaSemplice&cid=1137']	['INTELLIGENZA ARTIFICIALE', 'PSICOLOGIA ED ERGONOMIA COGNITIVA', 'FONDAMENTI DI SCIENZA DEI DATI', 'BASI DI DATI', "CALCOLO DELLE PROBABILITA'", 'RAPPRESENTAZIONE DELLA CONOSCENZA E RAGIONAMENTO', 'FONDAMENTI DI MECCANICA E TERMODINAMICA', 'MACHINE LEARNING', "ASPETTI GIURIDICI DELL'INTELLIGENZA ARTIFICIALE", 'ASPETTI ETICI DELL’INTELLIGENZA ARTIFICIALE', 'STATISTICA E ANALISI DEI DATI', 'INTERAZIONE PERSONA-MACCHINA', 'VISIONE ARTIFICIALE', 'NATURAL LANGUAGE PROCESSING', 'INGEGNERIA DEL SOFTWARE PER IA', 'AGENTI AUTONOMI', 'OTTIMIZZAZIONE COMPUTAZIONALE', 'OPEN DATA MANAGEMENT', 'MACHINE LEARNING PER LA BIOINFORMATICA', 'INTELLIGENZA ARTIFICIALE PER LA MEDICINA', 'Matematica e Informatica']
triennale	LETTERE	L-10	['2099']	Accesso libero	CLASSICO, MODERNO, STUDI ITALIANI	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21651&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21669&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21670&paginaProvenienza=ricercaSemplice&cid=1137']	['STUDI ITALIANI', 'LETTERE', 'LINGUA ITALIANA', "SOCIOLINGUISTICA DELL'ITALIA CONTEMPORANEA", "STORIA D'EUROPA E DEL MEDITERRANEO (SEC IV - XIV) (MODULO A)", "STORIA D'EUROPA E DEL MEDITERRANEO (SEC IV - XIV) (MODULO B)", 'STORIA DEL CINEMA ITALIANO', "STORIA D'EUROPA E DEL MEDITERRANEO (SEC XV - XVIII)", 'STORIA DELLA MUSICA ITALIANA IN EUROPA', 'LETTERATURE COMPARATE', "STORIA DELL'ARTE CONTEMPORANEA (MODULO)", "STORIA DELL'ARTE MODERNA (MODULO)", 'FILOLOGIA ROMANZA', 'STORIA DEL LIBRO', 'LETTERATURA ITALIANA CONTEMPORANEA IN EUROPA', "STORIA D'ITALIA E D'EUROPA (SEC XIX - XXI)", 'RETORICA', 'DONNE E DIRITTI IN ITALIA (SEC XVIII-XXI)', 'Scienze Umanistiche']
triennale	LINGUE E LETTERATURE - STUDI INTERCULTURALI	L-11, L-12	['2197', '2239', '2198', '2240']	500 posti	LINGUE E LETTERATURE - STUDI INTERCULTURALI (L-11), LINGUE E LETTERATURE - STUDI INTERCULTURALI (L-11) - SEDE AG, LINGUE E LETTERATURE - STUDI INTERCULTURALI (L-12), LINGUE E LETTERATURE - STUDI INTERCULTURALI (L-12) - SEDE AG	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21671&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21672&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21673&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21674&paginaProvenienza=ricercaSemplice&cid=1137']	['LINGUE E LETTERATURE - STUDI INTERCULTURALI (L-12) - SEDE AG', 'LINGUE E LETTERATURE - STUDI INTERCULTURALI', 'STORIA CONTEMPORANEA', 'Gruppo di attiv. form. opzionali III', 'Gruppo di attiv. form. opzionali VI', 'LINGUA E TRADUZIONE FRANCESE III', 'LINGUA E TRADUZIONE INGLESE III', 'LINGUA E TRADUZIONE SPAGNOLA III', 'LINGUA E TRADUZIONE ARABA III', 'LINGUA E TRADUZIONE SPAGNOLA II', 'LINGUA E TRADUZIONE INGLESE II', 'LINGUA E TRADUZIONE FRANCESE II', 'LINGUA E TRADUZIONE ARABA II', 'LINGUA E TRADUZIONE ARABA I', 'LINGUA E TRADUZIONE INGLESE I', 'LINGUA E TRADUZIONE FRANCESE I', 'LINGUA E TRADUZIONE SPAGNOLA I', 'Scienze Umanistiche']
triennale	LOGOPEDIA  	L/SNT2	['2173']	30 posti		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22294&paginaProvenienza=ricercaSemplice&cid=1137']	['LOGOPEDIA', 'FISICA APPLICATA A MEDICINA', 'TIROCINIO', 'PSICOLOGIA CLINICA', 'SCIENZE TECNICHE MEDICHE APPLICATE', 'SCIENZE LOGOPEDICHE PROPEDEUTICHE', 'GLOTTOLOGIA E LINGUISTICA', 'DIAGNOSTICA PER IMMAGINI', 'AUDIOLOGIA', 'OTORINOLARINGOIATRIA', 'NEUROPSICHIATRIA INFANTILE', 'NEUROLOGIA', 'LOGOPEDIA NELLA FUNZIONE ORALE E DEGLUTITORIA', 'LOGOPEDIA NELLA FUNZIONE VOCALE E FLUENZA', 'LOGOPEDIA NEI DISTURBI SECONDARI DEL LINGUAGGIO', "LOGOPEDIA NEI DISTURBI NEUROLOGICI DELL'ADULTO", 'OTORINOLARINGOIATRIA III', 'OTORINOLARINGOIATRIA I', 'OTORINOLARINGOIATRIA II', "LOGOPEDIA NEI DISTURBI SPECIFICI E DELL'APPRENDIMENTO", 'LOGOPEDIA NEI DISTURBI COMUNICATIVO LINGUISTICI DA SORDITÀ', 'PEDIATRIA', 'MALATTIE ODONTOSTOMATOLOGICHE', 'MEDICINA DEL LAVORO', 'ECONOMIA AZIENDALE', 'Biomedicina, Neuroscienze e Diagnostica avanzata']
triennale	MATEMATICA	L-35	['2102']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22686&paginaProvenienza=ricercaSemplice&cid=1137']	['MATEMATICA', 'PROGRAMMAZIONE AVANZATA', 'ALGEBRA 2', 'SERIE DI FUNZIONI E CALCOLO DIFFERENZIALE ED INTEGRALE', 'ANALISI COMPLESSA ED EQUAZIONI DIFFERENZIALI', 'BIFORCAZIONI E PERTURBAZIONI SINGOLARI', 'GEOMETRIA 2', 'ANALISI NUMERICA', 'MATEMATICHE COMPLEMENTARI', 'ALGEBRA 3', 'ANALISI MATEMATICA 3', "CALCOLO DELLE PROBABILITA'", 'FISICA 2', 'GEOMETRIA 3', 'MECCANICA TEORICA', 'INFORMATICA TEORICA', 'MATEMATICA FINANZIARIA', 'MATEMATICHE ELEMENTARI DA UN PUNTO DI VISTA SUPERIORE', 'RICERCA OPERATIVA', 'STATISTICA', "METODOLOGIE E TECNICHE DIDATTICHE PER L'INFORMATICA", 'Matematica e Informatica']
